,party,result,council,region
487,"Політична партія ""Об’єднання ""САМОПОМІЧ""",37.5,Львівська міська рада,Львівська обл.
488,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",22.73,Моршинська міська рада,Львівська обл.
489,"Політична Партія ""Опозиційний блок""",50.0,Мелітопольська міська рада,Запорізька обл.
490,"Політична Партія ""Опозиційний блок""",35.29,Енергодарська міська рада,Запорізька обл.
491,"політична партія Всеукраїнське об’єднання ""Свобода""",16.67,Дрогобицька міська рада,Львівська обл.
492,"Політична партія ""Громадянська позиція""",13.89,Дрогобицька міська рада,Львівська обл.
493,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",13.89,Дрогобицька міська рада,Львівська обл.
494,"Політична партія ""Об’єднання ""САМОПОМІЧ""",13.89,Дрогобицька міська рада,Львівська обл.
495,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Бориславська міська рада,Львівська обл.
496,Українська республіканська партія ,5.88,Бориславська міська рада,Львівська обл.
497,політична партія Народний Рух України,5.88,Бориславська міська рада,Львівська обл.
498,"Політична партія ""Наш край""",30.56,Бердянська міська рада,Запорізька обл.
499,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",15.63,Львівська міська рада,Львівська обл.
500,"політична партія Всеукраїнське об’єднання ""Свобода""",12.5,Львівська міська рада,Львівська обл.
501,"Політична партія ""Громадянська позиція""",10.94,Львівська міська рада,Львівська обл.
502,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",9.38,Львівська міська рада,Львівська обл.
503,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7.81,Львівська міська рада,Львівська обл.
504,"Політична партія ""Українська Галицька партія""",6.25,Львівська міська рада,Львівська обл.
505,політична партія Республіканська платформа,18.18,Моршинська міська рада,Львівська обл.
506,"Політична партія ""Об’єднання ""САМОПОМІЧ""",13.64,Моршинська міська рада,Львівська обл.
507,"Політична партія ""Сила людей""",13.64,Моршинська міська рада,Львівська обл.
508,"політична партія Всеукраїнське об’єднання ""Батьківщина""",13.64,Моршинська міська рада,Львівська обл.
509,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.05,Мелітопольська міська рада,Запорізька обл.
510,"Політична партія ""Об’єднання ""САМОПОМІЧ""",14.29,Мелітопольська міська рада,Запорізька обл.
511,Партія ветеранів Афганістану,9.52,Мелітопольська міська рада,Запорізька обл.
512,"Політична партія ""Наш край""",7.14,Мелітопольська міська рада,Запорізька обл.
513,"Політична Партія ""Опозиційний блок""",31.25,Запорізька міська рада,Запорізька обл.
514,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Енергодарська міська рада,Запорізька обл.
515,"Партія Сергія Тігіпка ""Сильна Україна""",11.76,Енергодарська міська рада,Запорізька обл.
516,"Політична партія ""НОВА ПОЛІТИКА""",11.76,Енергодарська міська рада,Запорізька обл.
517,Партія захисників Вітчизни,11.76,Енергодарська міська рада,Запорізька обл.
518,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Енергодарська міська рада,Запорізька обл.
519,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Енергодарська міська рада,Запорізька обл.
520,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.11,Дрогобицька міська рада,Львівська обл.
521,політична партія Народний Рух України,5.56,Дрогобицька міська рада,Львівська обл.
522,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.56,Дрогобицька міська рада,Львівська обл.
523,"Політична Партія ""Опозиційний блок""",22.22,Бердянська міська рада,Запорізька обл.
524,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",13.89,Бердянська міська рада,Запорізька обл.
525,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.11,Бердянська міська рада,Запорізька обл.
526,"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ""",11.11,Бердянська міська рада,Запорізька обл.
527,"Партія ""Відродження""",5.56,Бердянська міська рада,Запорізька обл.
528,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",9.09,Моршинська міська рада,Львівська обл.
529,"Політична партія ""Громадянська позиція""",4.55,Моршинська міська рада,Львівська обл.
530,політична партія Народний Рух України,4.55,Моршинська міська рада,Львівська обл.
531,"Політична партія ""НОВА ПОЛІТИКА""",14.06,Запорізька міська рада,Запорізька обл.
532,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.06,Запорізька міська рада,Запорізька обл.
533,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",12.5,Запорізька міська рада,Запорізька обл.
534,"Політична партія ""Наш край""",9.38,Запорізька міська рада,Запорізька обл.
535,"політична партія Всеукраїнське об’єднання ""Батьківщина""",9.38,Запорізька міська рада,Запорізька обл.
536,Партія ветеранів Афганістану,5.56,Бердянська міська рада,Запорізька обл.
537,"Політична партія ""Об’єднання ""САМОПОМІЧ""",9.38,Запорізька міська рада,Запорізька обл.
538,"Політична партія ""КОНКРЕТНИХ СПРАВ""",47.06,Хустська міська рада,Закарпатська обл.
539,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Хустська міська рада,Закарпатська обл.
540,"політична партія Всеукраїнське об’єднання ""Свобода""",8.82,Хустська міська рада,Закарпатська обл.
541,"""КМКС"" Партія угорців України",8.82,Хустська міська рада,Закарпатська обл.
542,"Політична Партія ""Опозиційний блок""",8.82,Хустська міська рада,Закарпатська обл.
543,Українська Народна Партія,5.88,Хустська міська рада,Закарпатська обл.
544,політична партія Єдиний Центр,5.88,Хустська міська рада,Закарпатська обл.
545,політична партія Єдиний Центр,30.77,Чопська міська рада,Закарпатська обл.
546,Демократична партія угорців України,46.15,Берегівська міська рада,Закарпатська обл.
547,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.47,Новоград-Волинська міська рада,Житомирська обл.
548,"""КМКС"" Партія угорців України",26.92,Чопська міська рада,Закарпатська обл.
549,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Чопська міська рада,Закарпатська обл.
550,"Політична партія ""Наш край""",7.69,Чопська міська рада,Закарпатська обл.
551,"Політична Партія ""Опозиційний блок""",7.69,Чопська міська рада,Закарпатська обл.
552,"Партія ""Відродження""",7.69,Чопська міська рада,Закарпатська обл.
553,"Політична партія ""Наш край""",17.65,Коростенська міська рада,Житомирська обл.
554,"Партія ""Відродження""",19.23,Берегівська міська рада,Закарпатська обл.
555,політична партія Єдиний Центр,19.23,Берегівська міська рада,Закарпатська обл.
556,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",15.38,Берегівська міська рада,Закарпатська обл.
557,Народна Партія,17.65,Новоград-Волинська міська рада,Житомирська обл.
558,Радикальна партія Олега Ляшка,14.71,Новоград-Волинська міська рада,Житомирська обл.
559,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Новоград-Волинська міська рада,Житомирська обл.
560,"Політична Партія ""Опозиційний блок""",8.82,Новоград-Волинська міська рада,Житомирська обл.
561,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.82,Новоград-Волинська міська рада,Житомирська обл.
562,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Новоград-Волинська міська рада,Житомирська обл.
563,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",27.78,Бердичівська міська рада,Житомирська обл.
564,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.53,Володимир-Волинська міська рада,Волинська обл.
565,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",35.71,Луцька міська рада,Волинська обл.
566,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",17.65,Коростенська міська рада,Житомирська обл.
567,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Коростенська міська рада,Житомирська обл.
568,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Коростенська міська рада,Житомирська обл.
569,"Політична Партія ""Опозиційний блок""",14.71,Коростенська міська рада,Житомирська обл.
570,Українська Народна Партія,5.88,Новоград-Волинська міська рада,Житомирська обл.
571,"політична партія Всеукраїнське об’єднання ""Батьківщина""",16.67,Бердичівська міська рада,Житомирська обл.
572,"Політична партія ""Об’єднання ""САМОПОМІЧ""",13.89,Бердичівська міська рада,Житомирська обл.
573,Радикальна партія Олега Ляшка,13.89,Бердичівська міська рада,Житомирська обл.
574,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.33,Бердичівська міська рада,Житомирська обл.
575,"Політична Партія ""Опозиційний блок""",8.33,Бердичівська міська рада,Житомирська обл.
576,Патріотична партія України,5.56,Бердичівська міська рада,Житомирська обл.
577,"Політична партія ""Об’єднання ""САМОПОМІЧ""",20.59,Володимир-Волинська міська рада,Волинська обл.
578,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.71,Володимир-Волинська міська рада,Волинська обл.
579,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Володимир-Волинська міська рада,Волинська обл.
580,"Політична партія ""Наш край""",11.76,Володимир-Волинська міська рада,Волинська обл.
581,"політична партія Всеукраїнське об’єднання ""Свобода""",8.82,Володимир-Волинська міська рада,Волинська обл.
582,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.05,Луцька міська рада,Волинська обл.
583,"політична партія Всеукраїнське об’єднання ""Свобода""",11.9,Луцька міська рада,Волинська обл.
584,"політична партія Всеукраїнське об’єднання ""Батьківщина""",9.52,Луцька міська рада,Волинська обл.
585,"Політична партія ""Об’єднання ""САМОПОМІЧ""",9.52,Луцька міська рада,Волинська обл.
586,"Політична партія ""Нова держава""",11.76,Коростенська міська рада,Житомирська обл.
587,Радикальна партія Олега Ляшка,8.82,Коростенська міська рада,Житомирська обл.
588,"політична партія Всеукраїнське об’єднання ""Свобода""",5.56,Бердичівська міська рада,Житомирська обл.
589,Радикальна партія Олега Ляшка,5.88,Володимир-Волинська міська рада,Волинська обл.
590,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",7.14,Луцька міська рада,Волинська обл.
591,Радикальна партія Олега Ляшка,7.14,Луцька міська рада,Волинська обл.
592,"Політична партія ""КОНКРЕТНИХ СПРАВ""",34.62,Новороздільська міська рада,Львівська обл.
593,"Політична партія ""Об’єднання ""САМОПОМІЧ""",11.54,Новороздільська міська рада,Львівська обл.
594,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Новороздільська міська рада,Львівська обл.
595,"політична партія Всеукраїнське об’єднання ""Свобода""",11.54,Новороздільська міська рада,Львівська обл.
596,"Політична партія ""Сила людей""",7.69,Новороздільська міська рада,Львівська обл.
597,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",7.69,Новороздільська міська рада,Львівська обл.
598,політична партія Народний Рух України,7.69,Новороздільська міська рада,Львівська обл.
599,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7.69,Новороздільська міська рада,Львівська обл.
600,"Політична партія ""Наш край""",30.77,Новогродівська міська рада,Донецька обл.
601,"Політична Партія ""Опозиційний блок""",50.0,Дружківська міська рада,Донецька обл.
602,"Політична Партія ""Опозиційний блок""",61.11,Слов'янська міська рада,Донецька обл.
603,"Політична Партія ""Опозиційний блок""",47.06,Селидівська міська рада,Донецька обл.
604,Партія захисників Вітчизни,26.92,Новогродівська міська рада,Донецька обл.
605,"Політична Партія ""Опозиційний блок""",23.08,Новогродівська міська рада,Донецька обл.
606,політична партія ДемАльянс (Демократичний альянс),15.38,Новогродівська міська рада,Донецька обл.
607,"Політична Партія ""Опозиційний блок""",57.14,Краматорська міська рада,Донецька обл.
608,"Політична партія ""Наш край""",25.0,Дружківська міська рада,Донецька обл.
609,Радикальна партія Олега Ляшка,11.11,Дружківська міська рада,Донецька обл.
610,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.33,Дружківська міська рада,Донецька обл.
611,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.11,Слов'янська міська рада,Донецька обл.
612,"Політична партія ""Наш край""",11.11,Слов'янська міська рада,Донецька обл.
613,"Політична партія ""Наш край""",23.53,Селидівська міська рада,Донецька обл.
614,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Селидівська міська рада,Донецька обл.
615,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Селидівська міська рада,Донецька обл.
616,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",3.85,Новогродівська міська рада,Донецька обл.
617,"Політична партія ""Наш край""",23.81,Краматорська міська рада,Донецька обл.
618,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.9,Краматорська міська рада,Донецька обл.
619,Партія Пенсіонерів України,7.14,Краматорська міська рада,Донецька обл.
620,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.56,Дружківська міська рада,Донецька обл.
621,Аграрна партія України,8.33,Слов'янська міська рада,Донецька обл.
622,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.33,Слов'янська міська рада,Донецька обл.
623,Радикальна партія Олега Ляшка,5.88,Селидівська міська рада,Донецька обл.
624,"Політична Партія ""Опозиційний блок""",55.88,Добропільська міська рада,Донецька обл.
625,"Політична партія ""Наш край""",14.71,Добропільська міська рада,Донецька обл.
626,"""Жінки за майбутнє"" Всеукраїнське політичне об’єднання",14.71,Добропільська міська рада,Донецька обл.
627,"Політична Партія ""Опозиційний блок""",64.71,Димитровська міська рада,Донецька обл.
628,"Політична Партія ""Опозиційний блок""",50.0,Павлоградська міська рада,Дніпропетровська обл.
629,"Партія ""Відродження""",35.29,Орджонікідзевська міська рада,Дніпропетровська обл.
630,"Політична партія ""Сила людей""",8.82,Добропільська міська рада,Донецька обл.
631,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",5.88,Добропільська міська рада,Донецька обл.
632,"Політична Партія ""Опозиційний блок""",58.82,Тернівська міська рада,Дніпропетровська обл.
633,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Димитровська міська рада,Донецька обл.
634,"Політична партія ""Наш край""",5.88,Димитровська міська рада,Донецька обл.
635,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Димитровська міська рада,Донецька обл.
636,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",22.22,Павлоградська міська рада,Дніпропетровська обл.
637,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.33,Павлоградська міська рада,Дніпропетровська обл.
638,"Політична Партія ""Опозиційний блок""",23.53,Орджонікідзевська міська рада,Дніпропетровська обл.
639,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",17.65,Орджонікідзевська міська рада,Дніпропетровська обл.
640,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Орджонікідзевська міська рада,Дніпропетровська обл.
641,"Партія ""Відродження""",35.29,Синельниківська міська рада,Дніпропетровська обл.
642,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.19,Житомирська міська рада,Житомирська обл.
643,"Політична Партія ""Опозиційний блок""",44.12,Першотравенська міська рада,Дніпропетровська обл.
644,"Партія ""Відродження""",8.82,Тернівська міська рада,Дніпропетровська обл.
645,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Тернівська міська рада,Дніпропетровська обл.
646,Радикальна партія Олега Ляшка,5.88,Тернівська міська рада,Дніпропетровська обл.
647,"Партія ""Відродження""",5.88,Димитровська міська рада,Донецька обл.
648,"Партія ""Відродження""",8.33,Павлоградська міська рада,Дніпропетровська обл.
649,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.56,Павлоградська міська рада,Дніпропетровська обл.
650,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Орджонікідзевська міська рада,Дніпропетровська обл.
651,Радикальна партія Олега Ляшка,5.88,Орджонікідзевська міська рада,Дніпропетровська обл.
652,"Політична Партія ""Опозиційний блок""",26.47,Синельниківська міська рада,Дніпропетровська обл.
653,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Синельниківська міська рада,Дніпропетровська обл.
654,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Синельниківська міська рада,Дніпропетровська обл.
655,"політична партія Всеукраїнське об’єднання ""Батьківщина""",23.81,Житомирська міська рада,Житомирська обл.
656,"Політична партія ""Об’єднання ""САМОПОМІЧ""",16.67,Житомирська міська рада,Житомирська обл.
657,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",17.65,Першотравенська міська рада,Дніпропетровська обл.
658,"Партія ""Відродження""",14.71,Першотравенська міська рада,Дніпропетровська обл.
659,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Першотравенська міська рада,Дніпропетровська обл.
660,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Тернівська міська рада,Дніпропетровська обл.
661,"Політична партія ""Громадянська позиція""",5.88,Тернівська міська рада,Дніпропетровська обл.
662,"Політична партія ""Об’єднання ""САМОПОМІЧ""",5.56,Павлоградська міська рада,Дніпропетровська обл.
663,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Синельниківська міська рада,Дніпропетровська обл.
664,Радикальна партія Олега Ляшка,5.88,Синельниківська міська рада,Дніпропетровська обл.
665,"політична партія Всеукраїнське об’єднання ""Свобода""",11.9,Житомирська міська рада,Житомирська обл.
666,"Політична Партія ""Опозиційний блок""",11.9,Житомирська міська рада,Житомирська обл.
667,Радикальна партія Олега Ляшка,5.88,Першотравенська міська рада,Дніпропетровська обл.
668,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Першотравенська міська рада,Дніпропетровська обл.
669,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Тернівська міська рада,Дніпропетровська обл.
670,"Політична Партія ""Опозиційний блок""",36.11,Новомосковська міська рада,Дніпропетровська обл.
671,"Партія ""Відродження""",28.57,Нікопольська міська рада,Дніпропетровська обл.
672,"Політична Партія ""Опозиційний блок""",23.53,Марганецька міська рада,Дніпропетровська обл.
673,Радикальна партія Олега Ляшка,9.52,Житомирська міська рада,Житомирська обл.
674,"Політична Партія ""Опозиційний блок""",45.31,Криворізька міська рада,Дніпропетровська обл.
675,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",29.41,Жовтоводська міська рада,Дніпропетровська обл.
676,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Новомосковська міська рада,Дніпропетровська обл.
677,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.11,Новомосковська міська рада,Дніпропетровська обл.
678,"Партія ""Відродження""",11.11,Новомосковська міська рада,Дніпропетровська обл.
679,"Політична Партія ""Опозиційний блок""",26.19,Дніпродзержинська міська рада,Дніпропетровська обл.
680,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",19.05,Нікопольська міська рада,Дніпропетровська обл.
681,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Нікопольська міська рада,Дніпропетровська обл.
682,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Марганецька міська рада,Дніпропетровська обл.
683,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.71,Марганецька міська рада,Дніпропетровська обл.
684,"Партія ""Відродження""",11.76,Марганецька міська рада,Дніпропетровська обл.
685,"Політична партія ""Об’єднання ""САМОПОМІЧ""",10.94,Криворізька міська рада,Дніпропетровська обл.
686,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",10.94,Криворізька міська рада,Дніпропетровська обл.
687,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",9.38,Криворізька міська рада,Дніпропетровська обл.
688,"Політична Партія ""Опозиційний блок""",20.59,Жовтоводська міська рада,Дніпропетровська обл.
689,Радикальна партія Олега Ляшка,14.71,Жовтоводська міська рада,Дніпропетровська обл.
690,Партія Зелених України,11.11,Новомосковська міська рада,Дніпропетровська обл.
691,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.33,Новомосковська міська рада,Дніпропетровська обл.
692,Радикальна партія Олега Ляшка,5.56,Новомосковська міська рада,Дніпропетровська обл.
693,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.29,Дніпродзержинська міська рада,Дніпропетровська обл.
694,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.9,Дніпродзержинська міська рада,Дніпропетровська обл.
695,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",9.52,Дніпродзержинська міська рада,Дніпропетровська обл.
696,"Політична Партія ""Опозиційний блок""",14.29,Нікопольська міська рада,Дніпропетровська обл.
697,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.9,Нікопольська міська рада,Дніпропетровська обл.
698,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",38.24,Малинська міська рада,Житомирська обл.
699,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Марганецька міська рада,Дніпропетровська обл.
700,"Політична партія ""Об’єднання ""САМОПОМІЧ""",5.88,Марганецька міська рада,Дніпропетровська обл.
701,Радикальна партія Олега Ляшка,5.88,Марганецька міська рада,Дніпропетровська обл.
702,"політична партія Всеукраїнське об’єднання ""Батьківщина""",9.38,Криворізька міська рада,Дніпропетровська обл.
703,Радикальна партія Олега Ляшка,7.81,Криворізька міська рада,Дніпропетровська обл.
704,"Політична партія ""Сила людей""",6.25,Криворізька міська рада,Дніпропетровська обл.
705,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Жовтоводська міська рада,Дніпропетровська обл.
706,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Жовтоводська міська рада,Дніпропетровська обл.
707,"Партія ""Відродження""",11.76,Жовтоводська міська рада,Дніпропетровська обл.
708,"Партія ""Відродження""",9.52,Дніпродзержинська міська рада,Дніпропетровська обл.
709,"політична партія Всеукраїнське об’єднання ""Батьківщина""",9.52,Дніпродзержинська міська рада,Дніпропетровська обл.
710,"Політична партія ""Об’єднання ""САМОПОМІЧ""",7.14,Дніпродзержинська міська рада,Дніпропетровська обл.
711,"Партія ""Громадська сила""",9.52,Нікопольська міська рада,Дніпропетровська обл.
712,"політична партія Всеукраїнське об’єднання ""Батьківщина""",26.47,Малинська міська рада,Житомирська обл.
713,Народна Партія,11.76,Малинська міська рада,Житомирська обл.
714,"Політична партія ""Сила людей""",8.82,Малинська міська рада,Житомирська обл.
715,Партія захисників Вітчизни,5.88,Марганецька міська рада,Дніпропетровська обл.
716,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",5.88,Марганецька міська рада,Дніпропетровська обл.
717,"Політична Партія ""Опозиційний блок""",38.46,Вугледарська міська рада,Донецька обл.
718,"Політична партія ""Наш край""",7.14,Дніпродзержинська міська рада,Дніпропетровська обл.
719,"політична партія Всеукраїнське об’єднання ""Свобода""",4.76,Дніпродзержинська міська рада,Дніпропетровська обл.
720,"Політична Партія ""Опозиційний блок""",23.08,Вільногірська міська рада,Дніпропетровська обл.
721,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Малинська міська рада,Житомирська обл.
722,Радикальна партія Олега Ляшка,5.88,Малинська міська рада,Житомирська обл.
723,"Політична Партія ""Опозиційний блок""",39.06,Дніпропетровська міська рада,Дніпропетровська обл.
724,"Політична партія ""Наш край""",34.62,Вугледарська міська рада,Донецька обл.
725,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.54,Вугледарська міська рада,Донецька обл.
726,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Вільногірська міська рада,Дніпропетровська обл.
727,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",15.38,Вільногірська міська рада,Дніпропетровська обл.
728,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",32.81,Дніпропетровська міська рада,Дніпропетровська обл.
729,"Партія ""Громадська сила""",10.94,Дніпропетровська міська рада,Дніпропетровська обл.
